title,review_year,age,children_in_home,education,gender,reviewer_type,work_status,genre,release_year,length_minutes,season,total_reviews,rating,review_text,word_count,review_year_0,release_year_0,age_sc,length_minutes_sc,total_reviews_sc,word_count_sc,rating_good
Lost Treasures,2019,50,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.3,"I can't say it's great, but it's not awful either.",13,19,26,0.16830409275058492,1.99519340733128,-0.31070407155532864,0.6413365957116323,1
Lost Treasures,2021,48,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.3,An okay narrative that lacked a distinct identity.,8,21,26,0.05883801616483873,1.99519340733128,-0.31070407155532864,-0.3360126815081668,1
Beyond Boundaries,2019,43,1,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.7,A heartfelt and beautifully crafted cinematic journey.,7,19,35,-0.21482717529952675,-0.607459093753092,1.1495340613802503,-0.5314825369521267,1
Odyssey of Hope,2021,18,1,Post-Graduate,female,Critic,Employed,Action/Adventure,2019,111,Summer,9797,2.5,A cinematic disaster that I wish I hadn't endured.,10,21,36,-1.5831531326213542,-0.8677243438615293,1.7179134311739492,0.05492702937975282,0
Shattered Reflections,2017,47,1,Completed College,male,Viewer,Employed,Drama,2017,125,Spring,2500,3.9,Movie perfection achieved.,3,17,34,0.004104977871965638,0.3468468233111777,-0.8533601344705775,-1.313361958727966,1
Soulbound,2013,50,1,Post-Graduate,male,Critic,Employed,Drama,2010,131,Fall,1618,2.1,Hated it.,2,13,27,0.16830409275058492,0.8673773235280522,-1.1641540614129473,-1.5088318141719257,0
Laughter Therapy,2022,80,0,Completed College,female,Viewer,Retired,Comedy,1996,143,Summer,2829,2.8,A film that left me feeling indifferent.,7,22,13,1.8102952415367777,1.908438323961801,-0.737429066484138,-0.5314825369521267,0
Quest for Glory,2018,18,1,Post-Graduate,male,Viewer,Employed,Action/Adventure,2009,140,Spring,8533,3.8,Loved every minute of it.,5,18,26,-1.5831531326213542,1.6481730738533638,1.2725126107032514,-0.9224222478400462,1
Quest for Imagination,2010,25,0,Post-Graduate,female,Viewer,Employed,Kids,2005,122,Summer,3131,3.4,"I wouldn't rush to see it again, but it was okay.",12,10,22,-1.2000218645712424,0.08658157320274051,-0.6310120983020567,0.4458667402676725,1
Mystic Whispers,2018,52,0,Completed College,female,Critic,Unemployed,Drama,2010,122,Summer,857,2.4,"I couldn't wait for this movie to be over. It was painful to watch, and I had no emotional investment in the characters.",24,18,27,0.2777701693363311,0.08658157320274051,-1.432310726269119,2.7915050055951904,0
Crimson Echoes,2017,20,0,Post-Graduate,male,Viewer,Employed,Drama,1995,139,Fall,955,3.6,"A true gem in the world of cinema. The characters are relatable, and the story is unforgettable.",17,17,12,-1.473687056035608,1.5614179904838847,-1.3977780677199667,1.4232160174874715,1
Legends Unleashed,2006,80,0,Post-Graduate,female,Critic,Retired,Action/Adventure,2009,127,Summer,4095,1.9,A forgettable experience that fell flat in every aspect.,9,6,26,1.8102952415367777,0.5203569900501359,-0.291323497879784,-0.14054282606420698,0
Raiders of the Unknown,2012,70,0,Completed High School,female,Critic,Retired,Action/Adventure,2018,121,Summer,6957,2.2,This movie was so bad it's almost impressive. I can't think of a single redeeming quality.,18,12,35,1.2629648586080469,-1.7351016673855377e-4,0.7171710813821915,1.6186858729314313,0
Crazy Antics,2017,53,3,Completed College,male,Critic,Employed,Comedy,1992,131,Winter,6745,1.6,"I can't believe I wasted my time on this garbage. The story made no sense, and I couldn't care less about the characters.",25,17,9,0.3325032076292042,0.8673773235280522,0.6424677792146377,2.98697486103915,0
Empire of Shadows,2003,31,1,Completed College,female,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.6,An emotional rollercoaster that pulled at my heartstrings.,8,3,34,-0.8716236348140038,-1.1279895939699665,1.6506099844097852,-0.3360126815081668,1
Enchanted Playtime,2019,49,1,Completed High School,female,Viewer,Unemployed,Kids,2004,131,Spring,1041,4.6,A tapestry of emotions that tugged at my heartstrings.,9,19,21,0.11357105445771182,0.8673773235280522,-1.3674738979727517,-0.14054282606420698,1
The Uncharted Journey,2021,47,0,Completed College,female,Critic,Employed,Action/Adventure,2007,112,Fall,3948,1.7,A painful and frustrating viewing experience. Avoid.,7,21,24,0.004104977871965638,-0.7809692604920502,-0.34312248570351234,-0.5314825369521267,0
The Last Crusade,2012,59,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,2.9,I neither loved it nor hated it.,7,12,32,0.6609014373864428,-1.3014997607089247,-0.1514309933490348,-0.5314825369521267,0
Enchanted Darkness,2009,35,1,Post-Graduate,male,Viewer,Unemployed,Horror,2009,139,Summer,7361,4,Truly heartwarming story.,3,9,26,-0.6526914816425115,1.5614179904838847,0.8595302043807374,-1.313361958727966,1
A Glimpse Through Time,2019,42,3,Completed High School,female,Viewer,Employed,Other,1989,111,Fall,8842,3.3,An average outing that didn't leave a lasting impact.,10,19,6,-0.26956021359239984,-0.8677243438615293,1.3813961973531292,0.05492702937975282,1
Crimson Echoes,2008,53,0,Post-Graduate,male,Viewer,Employed,Drama,1995,139,Fall,955,3.2,"I was hoping for better, but it was decent enough.",10,8,12,0.3325032076292042,1.5614179904838847,-1.3977780677199667,0.05492702937975282,1
Galactic Odyssey,2008,57,0,Completed High School,male,Critic,Employed,Sci-Fi,2010,113,Winter,3673,1.7,"This movie was a waste of my time. The plot was predictable, and the characters were unlikeable.",17,8,27,0.5514353608006966,-0.6942141771225712,-0.44002535408123533,1.4232160174874715,0
Odyssey of Legends,2011,39,1,Post-Graduate,male,Critic,Employed,Action/Adventure,2011,117,Fall,7179,2,A lackluster effort that failed to engage or entertain.,9,11,28,-0.4337593284710191,-0.34719384364465483,0.7953981242180261,-0.14054282606420698,0
Eerie Echoes,2019,35,0,Post-Graduate,female,Critic,Employed,Horror,2018,112,Fall,9634,2.1,A movie that failed to deliver on its promises. Disappointing.,10,19,35,-0.6526914816425115,-0.7809692604920502,1.6604764582809715,0.05492702937975282,0
Crimson Echoes,2014,63,0,Completed College,female,Critic,Employed,Drama,1995,139,Fall,955,2.3,A total waste of time that I deeply regret.,9,14,12,0.8798335905579351,1.5614179904838847,-1.3977780677199667,-0.14054282606420698,0
Joyful Journeys,2020,44,1,Post-Graduate,female,Critic,Employed,Kids,2005,111,Spring,9030,3.1,"Some moments were good, others not so much.",8,20,22,-0.16009413700665365,-0.8677243438615293,1.447642521916809,-0.3360126815081668,1
Fading Memories,2006,24,0,Post-Graduate,male,Critic,Employed,Drama,2001,133,Winter,1885,2.1,A film that lacked any semblance of coherence or quality.,10,6,18,-1.2547549028641154,1.0408874902670102,-1.070070185569849,0.05492702937975282,0
The Last Crusade,2021,18,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2015,106,Winter,4492,3,A movie that left me with mixed thoughts.,8,21,32,-1.5831531326213542,-1.3014997607089247,-0.1514309933490348,-0.3360126815081668,1
Lost Treasures,2019,63,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,2009,144,Spring,4040,3.3,"It doesn't stand out, but it's not a total waste.",12,19,26,0.8798335905579351,1.99519340733128,-0.31070407155532864,0.4458667402676725,1
Stellar Explorers,2015,51,1,Post-Graduate,female,Viewer,Employed,Sci-Fi,2013,98,Fall,8106,2.9,A movie that didn't quite make a lasting impression.,10,15,30,0.22303713104345801,-1.9955404276647573,1.1220488841676597,0.05492702937975282,0
Whimsical Whispers,2020,52,2,Completed High School,male,Viewer,Unemployed,Comedy,2020,113,Summer,6627,3.2,"It's an average movie, nothing to rave about.",9,20,37,0.2777701693363311,-0.6942141771225712,0.6008876393289239,-0.14054282606420698,1
Cursed Kingdom,2007,69,0,Completed College,male,Critic,Employed,Drama,2000,131,Summer,5101,2.4,A movie that left me uninterested and thoroughly unmoved.,9,7,17,1.2082318203151736,0.8673773235280522,0.06316481334926818,-0.14054282606420698,0
Mystic Shadows,2015,72,0,Completed College,male,Viewer,Retired,Drama,2010,120,Summer,1455,3.6,An extraordinary journey that touched my soul.,7,15,27,1.3724309351937929,-0.08692859353621762,-1.2215910343059249,-0.5314825369521267,1
The Adventurous Quest,2019,59,1,Completed College,female,Viewer,Employed,Action/Adventure,2011,108,Summer,9822,3.7,A mesmerizing and thought-provoking experience.,6,19,28,0.6609014373864428,-1.1279895939699665,1.7267227828446512,-0.7269523923960864,1
Hilarity Unleashed,2015,18,0,Post-Graduate,female,Viewer,Employed,Comedy,2019,121,Fall,7590,3,A film that left me on the fence with its execution.,11,15,36,-1.5831531326213542,-1.7351016673855377e-4,0.9402238656843684,0.25039688482371264,1
Rolling on the Floor,2015,37,1,Post-Graduate,female,Viewer,Employed,Comedy,2015,129,Summer,410,2.9,An average journey that didn't fully engage me.,9,15,32,-0.5432254050567653,0.693867156789094,-1.5898219341412725,-0.14054282606420698,0
Chronicles of Destiny,2009,18,0,Completed High School,male,Viewer,Student,Action/Adventure,2000,125,Fall,4695,4,Bravo! A remarkable and soul-stirring experience.,7,9,17,-1.5831531326213542,0.3468468233111777,-0.0798990577829338,-0.5314825369521267,1
Requiem for a Dream,2015,68,0,Post-Graduate,male,Viewer,Employed,Drama,2008,128,Winter,3517,3.5,Couldn't stop smiling!,4,15,25,1.1534987820223006,0.6071120734196149,-0.4949957085064164,-1.1178921032840061,1
Reflections of Reality,2010,31,0,Completed College,male,Viewer,Retired,Other,2019,132,Summer,2599,3.6,"An emotional and visual treat. The characters were well-developed, and the storyline was both heartwarming and profound. Highly recommended!",20,10,36,-0.8716236348140038,0.9541324068975312,-0.8184751018545973,2.009625583819351,1
Soulbound,2007,18,0,Completed College,female,Viewer,Employed,Drama,2010,131,Fall,1618,3.6,A phenomenal performance.,3,7,27,-1.5831531326213542,0.8673773235280522,-1.1641540614129473,-1.313361958727966,1
Midnight Shadows,2016,41,0,Post-Graduate,female,Viewer,Retired,Horror,1995,140,Summer,4464,3.4,"It's a middle-of-the-road film, nothing extraordinary.",10,16,12,-0.3242932518852729,1.6481730738533638,-0.16129746722022112,0.05492702937975282,1
Fun Under the Sun,2013,36,0,Completed College,male,Viewer,Employed,Comedy,2019,123,Summer,7699,3.2,A film that lacked the impact I was hoping for.,10,13,36,-0.5979584433496384,0.17333665657221958,0.9786326389686296,0.05492702937975282,1
Crazy Antics,2018,62,2,Completed College,female,Critic,Retired,Comedy,1992,131,Winter,6745,1.6,"I expected more, but this movie left me thoroughly dissatisfied.",10,18,9,0.8251005522650621,0.8673773235280522,0.6424677792146377,0.05492702937975282,0
Mystic Whispers,2021,37,0,Post-Graduate,female,Viewer,Employed,Drama,2010,122,Summer,857,3.8,"An instant classic, indeed.",4,21,27,-0.5432254050567653,0.08658157320274051,-1.432310726269119,-1.1178921032840061,1
The Last Crusade,2006,80,0,Post-Graduate,female,Critic,Unemployed,Action/Adventure,2015,106,Winter,4492,1.4,"I had high hopes for this movie, but it let me down in every way. The plot was confusing, and the acting was terrible.",24,6,32,1.8102952415367777,-1.3014997607089247,-0.1514309933490348,2.7915050055951904,0
Rolling on the Floor,2020,54,2,Completed High School,female,Critic,Employed,Comedy,2015,129,Summer,410,1.6,"A cinematic catastrophe. The plot was a jumbled mess, and the characters were unlikable.",14,20,32,0.3872362459220773,0.693867156789094,-1.5898219341412725,0.836806451155592,0
Eerie Echoes,2022,22,0,Completed High School,male,Viewer,Unemployed,Horror,2018,112,Fall,9634,4,A symphony of emotions that left me deeply touched.,9,22,35,-1.3642209794498616,-0.7809692604920502,1.6604764582809715,-0.14054282606420698,1
Quest for Glory,2020,18,0,Completed College,female,Viewer,Student,Action/Adventure,2009,140,Spring,8533,4.4,What a treat! This movie exceeded all my expectations. A true cinematic marvel.,13,20,26,-1.5831531326213542,1.6481730738533638,1.2725126107032514,0.6413365957116323,1
Shattered Illusions,2020,37,0,Post-Graduate,male,Viewer,Unemployed,Drama,2013,98,Fall,8485,3.3,An okay watch that didn't quite stand out.,9,20,30,-0.5432254050567653,-1.9955404276647573,1.2555986554955034,-0.14054282606420698,1
Frozen in Time,2016,30,2,Post-Graduate,female,Viewer,Employed,Drama,1984,141,Winter,2736,3.7,I couldn't get enough! The story was filled with twists and turns that kept me on the edge of my seat. A must-watch thriller!,26,16,1,-0.926356673106877,1.734928157222843,-0.7701998546991498,3.1824447164831096,1
Odyssey of Hope,2014,37,3,Completed College,male,Viewer,Employed,Action/Adventure,2019,111,Summer,9797,3.9,I was hooked from the first scene. The suspense and excitement never let up. A must-see thriller!,18,14,36,-0.5432254050567653,-0.8677243438615293,1.7179134311739492,1.6186858729314313,1
Whispers of Fate,2017,52,1,Post-Graduate,male,Critic,Employed,Drama,2009,102,Fall,8887,2.2,"A truly awful movie. The special effects were laughable, and the dialogue was cringe-worthy. Avoid at all costs.",19,17,26,0.2777701693363311,-1.648520094186841,1.397253030360393,1.8141557283753913,0
Empire of Shadows,2021,33,1,Completed High School,female,Viewer,Employed,Action/Adventure,2017,108,Summer,9606,3.9,A captivating journey.,3,21,34,-0.7621575582282577,-1.1279895939699665,1.6506099844097852,-1.313361958727966,1
Frozen in Time,2015,18,0,Post-Graduate,male,Viewer,Student,Drama,1984,141,Winter,2736,4.1,Pure brilliance. It's a visual masterpiece that transports you to a magical world. The creativity behind this film is truly commendable.,22,15,1,-1.5831531326213542,1.734928157222843,-0.7701998546991498,2.400565294707271,1
Innocence Lost,2015,77,0,Post-Graduate,female,Viewer,Retired,Drama,2011,131,Summer,3260,3.9,A powerful cinematic gem.,4,15,28,1.6460961266581584,0.8673773235280522,-0.5855558436812339,-1.1178921032840061,1
Guardians of Destiny,2020,80,0,Post-Graduate,female,Viewer,Retired,Action/Adventure,2004,119,Winter,374,2.7,Boring and dull.,3,20,21,1.8102952415367777,-0.1736836769056967,-1.6025074005470834,-1.313361958727966,0
Adventures of the Little Ones,2020,80,0,Completed College,male,Viewer,Retired,Kids,1997,124,Summer,8607,3.7,Absolutely fantastic film!,3,20,14,1.8102952415367777,0.26009173994169865,1.2985882916485296,-1.313361958727966,1
Mystic Whispers,2019,61,0,Post-Graduate,male,Viewer,Employed,Drama,2010,122,Summer,857,3.6,An inspiring and visually enchanting journey.,6,19,27,0.7703675139721889,0.08658157320274051,-1.432310726269119,-0.7269523923960864,1
Whispers of Fate,2019,39,1,Post-Graduate,male,Critic,Employed,Drama,2009,102,Fall,8887,2.2,Disappointing movie.,2,19,26,-0.4337593284710191,-1.648520094186841,1.397253030360393,-1.5088318141719257,0
Beyond Boundaries,2012,45,1,Completed High School,female,Viewer,Employed,Other,2018,114,Fall,8184,3.6,Astonishingly well done.,3,12,35,-0.10536109871378055,-0.607459093753092,1.1495340613802503,-1.313361958727966,1
Wanderlust,2020,23,0,Post-Graduate,female,Viewer,Student,Other,1998,112,Summer,3716,3.8,Perfectly executed drama.,3,20,15,-1.3094879411569886,-0.7809692604920502,-0.42487326920762775,-1.313361958727966,1
Chronicles of Courage,2017,63,0,Post-Graduate,female,Viewer,Employed,Action/Adventure,1995,132,Summer,1983,3.3,A narrative that fell somewhere in the middle ground.,9,17,12,0.8798335905579351,0.9541324068975312,-1.0355375270206968,-0.14054282606420698,1
Cosmic Adventures,2010,18,0,Post-Graduate,male,Viewer,Employed,Sci-Fi,2012,119,Fall,8655,3.5,A journey of discovery that left me spellbound.,8,10,29,-1.5831531326213542,-0.1736836769056967,1.3155022468562776,-0.3360126815081668,1
The Uncharted Journey,2020,19,0,Completed College,male,Critic,Employed,Action/Adventure,2007,112,Fall,3948,1.7,A painful and frustrating viewing experience. Avoid.,7,20,24,-1.528420094328481,-0.7809692604920502,-0.34312248570351234,-0.5314825369521267,0
Raiders of the Unknown,2017,75,0,Completed High School,female,Viewer,Retired,Action/Adventure,2018,121,Summer,6957,3.6,A cinematic triumph!,3,17,35,1.5366300500724122,-1.7351016673855377e-4,0.7171710813821915,-1.313361958727966,1
The Mysterious Expedition,2010,80,0,Post-Graduate,male,Viewer,Retired,Action/Adventure,2016,145,Fall,5056,3.2,A mixed bag of good and not-so-good moments.,10,10,33,1.8102952415367777,2.0819484907007593,0.04730798034200442,0.05492702937975282,1
A Glimpse Through Time,2019,47,1,Completed College,female,Viewer,Employed,Other,1989,111,Fall,8842,3.4,A film that didn't leave a lasting impression.,9,19,6,0.004104977871965638,-0.8677243438615293,1.3813961973531292,-0.14054282606420698,1
Quest for Imagination,2017,80,0,Post-Graduate,female,Viewer,Employed,Kids,2005,122,Summer,3131,3.3,A movie that didn't leave a strong impression.,9,17,22,1.8102952415367777,0.08658157320274051,-0.6310120983020567,-0.14054282606420698,1
